Time (s),Signal (V),Peak Time (s) ,Sample #,Type
01.166,2.749039238,,,
01.168,2.725405843,,,
01.170,2.481194096,,,
01.172,2.300004736,,,
01.174,1.992770603,,,
01.176,2.197593358,,,
01.178,2.252737946,,,
01.180,2.276371341,,,
01.182,2.37090492,,,
01.184,2.41817171,,,
01.186,2.630872263,,,
01.188,2.59936107,,,
01.190,2.402416113,,,
01.192,2.18971556,,,
01.194,1.890359225,,,
01.196,2.110937577,,,
01.198,2.150326569,,,
01.200,2.221226753,,,
01.202,2.363027122,,,
01.204,2.339393727,,,
01.206,2.638750062,,,
01.208,2.607238869,,,
01.210,2.402416113,,,
01.212,2.221226753,,,
01.214,1.937626015,,,
01.216,2.229104551,,,
01.218,2.252737946,,,
01.220,2.268493543,,,
01.222,2.402416113,,,
01.224,2.449682903,,,
01.226,2.686016851,,,
01.228,2.64662786,,,
01.230,2.394538315,,,
01.232,2.118815375,,,
01.234,1.858848032,,,
01.236,2.244860148,,,
01.238,2.118815375,,,
01.240,2.118815375,,,
01.242,2.23698235,,,
01.244,2.307882534,,,
01.246,2.473316298,,,
01.248,2.520583088,,,
01.250,2.300004736,,,
01.252,2.063670788,,,
01.254,2.000648401,,,
01.256,2.410293912,,,
01.258,2.536338684,,,
01.260,2.796306027,,,
01.262,3.205951538,,,
01.264,3.513185671,,,
01.266,3.875564391,,,
01.268,3.946464576,,,
01.270,3.970097971,,,
01.272,3.60771925,,,
01.274,3.347751907,,,
01.276,3.623474846,,,
01.278,3.497430074,,,
01.280,3.363507503,,,
01.282,3.355629705,,,
01.284,3.268973924,,,
01.286,3.28472952,,,
01.288,2.953861993,,,
01.290,2.583605474,,,
01.292,2.166082165,,,
01.294,1.929748217,,,
01.296,2.103059779,,,
01.298,2.016403998,,,
01.300,2.158204367,,,
01.302,2.18971556,,,
01.304,2.205471157,,,
01.306,2.323638131,,,
01.308,2.252737946,,,
01.310,2.095181981,,,
01.312,1.827336839,,,
01.314,1.827336839,,,
01.316,2.047915191,,,
01.318,2.000648401,,,
01.320,2.071548586,,,
01.322,2.221226753,,,
01.324,2.260615744,,,
01.326,2.489071895,,,
01.328,2.363027122,,,
01.330,2.23698235,,,
01.332,1.945503813,,,
01.334,1.898237024,,,
01.336,2.071548586,,,
01.338,2.14244877,,,
01.340,2.197593358,,,
01.342,2.300004736,,,
01.344,2.347271526,,,
01.346,2.544216482,,,
01.348,2.300004736,,,
01.350,2.276371341,,,
01.352,1.91399262,,,
01.354,1.929748217,,,
01.356,2.024281796,,,
01.358,2.110937577,,,
01.360,2.166082165,,,
01.362,2.331515929,,,
01.364,2.449682903,,,
01.366,2.591483272,,,
01.368,2.339393727,,,
01.370,2.197593358,,,
01.372,1.921870419,,,
01.374,2.055792989,,,
01.376,2.103059779,,,
01.378,2.134570972,,,
01.380,2.181837762,,,
01.382,2.300004736,,,
01.384,2.433927307,,,
01.386,2.544216482,,,
01.388,2.410293912,,,
01.390,2.307882534,,,
01.392,1.835214638,,,
01.394,2.000648401,,,
01.396,2.095181981,,,
01.398,2.032159594,,,
01.400,2.118815375,,,
01.402,2.363027122,,,
01.404,2.489071895,,,
01.406,2.567849877,,,
01.408,2.363027122,,,
01.410,2.23698235,,,
01.412,1.803703444,,,
01.414,1.984892805,,,
01.416,1.984892805,,,
01.418,2.166082165,,,
01.420,2.268493543,,,
01.422,2.363027122,,,
01.424,2.512705289,,,
01.426,2.536338684,,,
01.428,2.323638131,,,
01.430,2.229104551,,,
01.432,1.827336839,,,
01.434,2.071548586,,,
01.436,2.126693174,,,
01.438,2.166082165,,,
01.440,2.221226753,,,
01.442,2.355149324,,,
01.444,2.567849877,,,
01.446,2.615116667,,,
01.448,2.37090492,,,
01.450,2.126693174,,,
01.452,1.835214638,,,
01.454,2.087304182,,,
01.456,2.205471157,,,
01.458,2.103059779,,,
01.460,2.386660517,,,
01.462,2.457560701,,,
01.464,2.59936107,,,
01.466,2.64662786,,,
01.468,2.339393727,,,
01.470,2.244860148,,,
01.472,2.016403998,,,
01.474,2.229104551,,,
01.476,2.205471157,,,
01.478,2.331515929,,,
01.480,2.441805105,,,
01.482,2.489071895,,,
01.484,2.733283641,,,
01.486,2.709650246,,,
01.488,2.496949693,,,
01.490,2.331515929,,,
01.492,2.055792989,,,
01.494,2.315760332,,,
01.496,2.331515929,,,
01.498,2.441805105,,,
01.500,2.504827491,,,
01.502,2.544216482,,,
01.504,2.843572817,,,
01.506,2.780550431,,,
01.508,2.59936107,,,
01.510,2.386660517,,,
01.512,2.14244877,,,
01.514,2.37090492,,,
01.516,2.37090492,,,
01.518,2.426049508,,,
01.520,2.544216482,,,
01.522,2.512705289,,,
01.524,2.82781722,,,
01.526,2.788428229,,,
01.528,2.481194096,,,
01.530,2.260615744,,,
01.532,2.118815375,,,
01.534,2.331515929,,,
01.536,2.252737946,,,
01.538,2.268493543,,,
01.540,2.347271526,,,
