Time (s),Signal (V),Peak Time (s) ,Sample #,Type
02.026,1.757240768,,,
02.028,1.938620115,,,
02.030,2.195574191,,,
02.032,2.30137881,,,
02.034,2.30137881,,,
02.036,2.452528266,,,
02.038,2.407183429,,,
02.040,2.210689136,,,
02.042,2.1653443,,,
02.044,2.119999463,,,
02.046,2.119999463,,,
02.048,2.210689136,,,
02.050,2.392068484,,,
02.052,2.422298375,,,
02.054,2.497873103,,,
02.056,2.331608701,,,
02.058,2.195574191,,,
02.060,2.195574191,,,
02.062,2.05953968,,,
02.064,2.135114408,,,
02.066,2.180459245,,,
02.068,2.240919028,,,
02.070,2.467643212,,,
02.072,2.528102994,,,
02.074,2.54321794,,,
02.076,2.392068484,,,
02.078,2.361838593,,,
02.080,2.286263864,,,
02.082,2.089769571,,,
02.084,2.089769571,,,
02.086,2.210689136,,,
02.088,2.240919028,,,
02.090,2.467643212,,,
02.092,2.603677722,,,
02.094,2.558332886,,,
02.096,2.528102994,,,
02.098,2.407183429,,,
02.100,2.225804082,,,
02.102,2.240919028,,,
02.104,2.240919028,,,
02.106,2.30137881,,,
